img_original,triangle_id,camera_view,object_in_square,square_edge_occlusion,triangle_edge_occlusion,triangle_vertex_occlusion
triangles_original/014_P1.jpg,014,planar,kettle,none,none,none
triangles_original/014_T0.jpg,014,tilted,none,none,none,none
triangles_original/014_T1.jpg,014,tilted,kettle,partial,none,none
triangles_original/015_P0.jpg,015,planar,none,none,none,none
triangles_original/015_P1.jpg,015,planar,kettle,none,none,none
triangles_original/015_T0.jpg,015,tilted,none,none,none,none
triangles_original/015_T1.jpg,015,tilted,kettle,none,partial,none
triangles_original/016_P0.jpg,016,planar,none,none,none,none
triangles_original/016_P1.jpg,016,planar,apple,none,none,none
triangles_original/016_T0.jpg,016,tilted,none,none,none,none
triangles_original/016_T1.jpg,016,tilted,apple,none,none,none
triangles_original/017_P0.jpg,017,planar,none,none,none,none
triangles_original/017_P1.jpg,017,planar,apple,none,none,none
triangles_original/017_T0.jpg,017,tilted,none,none,none,none
triangles_original/017_T1.jpg,017,tilted,apple,none,partial,none
triangles_original/018_P0.jpg,018,planar,none,none,none,none
triangles_original/018_P1.jpg,018,planar,apple,none,none,none
triangles_original/018_T0.jpg,018,tilted,none,none,none,none
triangles_original/018_T1.jpg,018,tilted,apple,none,none,none
triangles_original/019_P0.jpg,019,planar,none,none,none,none
triangles_original/019_P1.jpg,019,planar,box,none,none,none
triangles_original/019_T0.jpg,019,tilted,none,none,none,none
triangles_original/019_T1.jpg,019,tilted,box,none,none,none
triangles_original/020_P0.jpg,020,planar,none,none,none,none
triangles_original/020_P1.jpg,020,planar,box,none,none,none
triangles_original/020_T0.jpg,020,tilted,none,none,none,none
triangles_original/020_T1.jpg,020,tilted,box,partial,none,none
triangles_original/021_P0.jpg,021,planar,none,none,none,none
triangles_original/021_P1.jpg,021,planar,box,none,none,none
triangles_original/021_T0.jpg,021,tilted,none,none,none,none
triangles_original/021_T1.jpg,021,tilted,box,partial,none,none
triangles_original/022_P0.jpg,022,planar,none,none,none,none
triangles_original/022_P1.jpg,022,planar,stool,none,none,none
triangles_original/022_T0.jpg,022,tilted,none,none,none,none
triangles_original/022_T1.jpg,022,tilted,stool,partial,none,none
triangles_original/023_P0.jpg,023,planar,none,none,none,none
triangles_original/023_P1.jpg,023,planar,stool,partial,none,none
triangles_original/023_T0.jpg,023,tilted,none,none,none,none
triangles_original/023_T1.jpg,023,tilted,stool,partial,none,none
triangles_original/024_P0.jpg,024,planar,none,none,none,none
triangles_original/024_P1.jpg,024,planar,stool,none,none,none
triangles_original/024_T0.jpg,024,tilted,none,none,none,none
triangles_original/024_T1.jpg,024,tilted,stool,none,partial,none
triangles_original/025_P0.jpg,025,planar,none,none,none,none
triangles_original/025_P1.jpg,025,planar,laptop,none,none,none
triangles_original/025_T0.jpg,025,tilted,none,none,none,none
triangles_original/025_T1.jpg,025,tilted,laptop,none,none,none
triangles_original/026_P0.jpg,026,planar,none,none,none,none
triangles_original/026_P1.jpg,026,planar,laptop,none,none,none
triangles_original/026_T0.jpg,026,tilted,none,none,none,none
triangles_original/026_T1.jpg,026,tilted,laptop,none,partial,none
triangles_original/027_P0.jpg,027,planar,none,none,none,none
triangles_original/027_P1.jpg,027,planar,laptop,none,none,none
triangles_original/027_T0.jpg,027,tilted,none,none,none,none
triangles_original/027_T1.jpg,027,tilted,laptop,none,none,none
triangles_original/028_P0.jpg,028,planar,none,none,none,none
triangles_original/028_P1.jpg,028,planar,pillow,none,none,none
triangles_original/028_T0.jpg,028,tilted,none,none,none,none
triangles_original/028_T1.jpg,028,tilted,pillow,partial,none,none
triangles_original/029_P0.jpg,029,planar,none,none,none,none
triangles_original/029_P1.jpg,029,planar,pillow,none,partial,none
triangles_original/029_T0.jpg,029,tilted,none,none,none,none
triangles_original/029_T1.jpg,029,tilted,pillow,none,partial,none
triangles_original/030_P0.jpg,030,planar,none,none,none,none
triangles_original/030_P1.jpg,030,planar,pillow,none,none,none
triangles_original/030_T0.jpg,030,tilted,none,none,none,none
triangles_original/030_T1.jpg,030,tilted,pillow,none,none,none
triangles_original/031_P0.jpg,031,planar,none,none,none,none
triangles_original/031_P1.jpg,031,planar,rubiks cube,none,none,none
triangles_original/031_T0.jpg,031,tilted,none,none,none,none
triangles_original/031_T1.jpg,031,tilted,rubiks cube,none,none,none
triangles_original/032_P0.jpg,032,planar,none,none,none,none
triangles_original/032_P1.jpg,032,planar,rubiks cube,none,none,none
triangles_original/032_T0.jpg,032,tilted,none,none,none,none
triangles_original/032_T1.jpg,032,tilted,rubiks cube,none,none,none
triangles_original/033_P0.jpg,033,planar,none,none,none,none
triangles_original/033_P1.jpg,033,planar,rubiks cube,none,none,none
triangles_original/033_T0.jpg,033,tilted,none,none,none,none
triangles_original/033_T1.jpg,033,tilted,rubiks cube,none,none,none
triangles_original/034_P0.jpg,034,planar,none,none,none,none
triangles_original/034_P1.jpg,034,planar,glass,none,none,none
triangles_original/034_T0.jpg,034,tilted,none,none,none,none
triangles_original/034_T1.jpg,034,tilted,glass,partial,none,none
triangles_original/035_P0.jpg,035,planar,none,none,none,none
triangles_original/035_P1.jpg,035,planar,glass,none,none,none
triangles_original/035_T0.jpg,035,tilted,none,none,none,none
triangles_original/035_T1.jpg,035,tilted,glass,none,none,none
triangles_original/036_P0.jpg,036,planar,none,none,none,none
triangles_original/036_P1.jpg,036,planar,glass,none,none,none
triangles_original/036_T0.jpg,036,tilted,none,none,none,none
triangles_original/036_T1.jpg,036,tilted,glass,none,none,none
triangles_original/037_P0.jpg,037,planar,none,none,none,none
triangles_original/037_P1.jpg,037,planar,iron,none,none,none
triangles_original/037_T0.jpg,037,tilted,none,none,none,none
triangles_original/037_T1.jpg,037,tilted,iron,none,none,none
triangles_original/038_P0.jpg,038,planar,none,none,none,none
triangles_original/038_P1.jpg,038,planar,iron,none,none,none
triangles_original/038_T0.jpg,038,tilted,none,none,none,none
triangles_original/038_T1.jpg,038,tilted,iron,partial,none,none
triangles_original/039_P0.jpg,039,planar,none,none,none,none
triangles_original/039_P1.jpg,039,planar,iron,none,none,none
triangles_original/039_T0.jpg,039,tilted,none,none,none,none
triangles_original/039_T1.jpg,039,tilted,iron,none,none,none
triangles_original/040_P0.jpg,040,planar,none,none,none,none
triangles_original/040_P1.jpg,040,planar,book,none,none,none
triangles_original/040_T0.jpg,040,tilted,none,none,none,none
triangles_original/040_T1.jpg,040,tilted,book,none,none,none
triangles_original/041_P0.jpg,041,planar,none,none,none,none
triangles_original/041_P1.jpg,041,planar,book,none,none,none
triangles_original/041_T0.jpg,041,tilted,none,none,none,none
triangles_original/041_T1.jpg,041,tilted,book,none,none,none
triangles_original/042_P0.jpg,042,planar,none,none,none,none
triangles_original/042_P1.jpg,042,planar,book,none,none,none
triangles_original/042_T0.jpg,042,tilted,none,none,none,none
triangles_original/042_T1.jpg,042,tilted,book,none,none,none
triangles_original/043_P0.jpg,043,planar,none,none,none,none
triangles_original/043_P1.jpg,043,planar,kettle,none,none,none
triangles_original/043_T0.jpg,043,tilted,none,none,none,none
triangles_original/043_T1.jpg,043,tilted,kettle,none,partial,none
triangles_original/044_P0.jpg,044,planar,none,none,none,none
triangles_original/044_P1.jpg,044,planar,kettle,none,none,none
triangles_original/044_T0.jpg,044,tilted,none,none,none,none
triangles_original/044_T1.jpg,044,tilted,kettle,none,partial,none
triangles_original/045_P0.jpg,045,planar,none,none,none,none
triangles_original/045_P1.jpg,045,planar,kettle,partial,none,none
triangles_original/045_T0.jpg,045,tilted,none,none,none,none
triangles_original/045_T1.jpg,045,tilted,kettle,none,partial,none
triangles_original/046_P0.jpg,046,planar,none,none,none,none
triangles_original/046_P1.jpg,046,planar,apple,none,none,none
triangles_original/046_T0.jpg,046,tilted,none,none,none,none
triangles_original/046_T1.jpg,046,tilted,apple,none,none,none
triangles_original/047_P0.jpg,047,planar,none,none,none,none
triangles_original/047_P1.jpg,047,planar,apple,none,none,none
triangles_original/047_T0.jpg,047,tilted,none,none,none,none
triangles_original/047_T1.jpg,047,tilted,apple,none,none,none
triangles_original/048_P0.jpg,048,planar,none,none,none,none
triangles_original/048_P1.jpg,048,planar,apple,none,none,none
triangles_original/048_T0.jpg,048,tilted,none,none,none,none
triangles_original/048_T1.jpg,048,tilted,apple,none,partial,none
triangles_original/049_P0.jpg,049,planar,none,none,none,none
triangles_original/049_P1.jpg,049,planar,box,none,none,none
triangles_original/049_T0.jpg,049,tilted,none,none,none,none
triangles_original/049_T1.jpg,049,tilted,box,none,none,none
triangles_original/050_P0.jpg,050,planar,none,none,none,none
triangles_original/050_P1.jpg,050,planar,box,none,none,none
triangles_original/050_T0.jpg,050,tilted,none,none,none,none
triangles_original/050_T1.jpg,050,tilted,box,none,none,none
triangles_original/051_P0.jpg,051,planar,none,none,none,none
triangles_original/051_P1.jpg,051,planar,box,none,none,none
triangles_original/051_T0.jpg,051,tilted,none,none,none,none
triangles_original/051_T1.jpg,051,tilted,box,none,none,none
triangles_original/052_P0.jpg,052,planar,none,none,none,none
triangles_original/052_P1.jpg,052,planar,stool,none,none,none
triangles_original/052_T0.jpg,052,tilted,none,none,none,none
triangles_original/052_T1.jpg,052,tilted,stool,partial,none,none
triangles_original/053_P0.jpg,053,planar,none,none,none,none
triangles_original/053_P1.jpg,053,planar,stool,partial,none,none
triangles_original/053_T0.jpg,053,tilted,none,none,none,none
triangles_original/053_T1.jpg,053,tilted,stool,partial,none,none
triangles_original/054_P0.jpg,054,planar,none,none,none,none
triangles_original/054_P1.jpg,054,planar,stool,partial,none,none
triangles_original/054_T0.jpg,054,tilted,none,none,none,none
triangles_original/054_T1.jpg,054,tilted,stool,partial,none,none
triangles_original/055_P0.jpg,055,planar,none,none,none,none
triangles_original/055_P1.jpg,055,planar,laptop,none,none,none
triangles_original/055_T0.jpg,055,tilted,none,none,none,none
triangles_original/055_T1.jpg,055,tilted,laptop,none,none,none
triangles_original/056_P0.jpg,056,planar,none,none,none,none
triangles_original/056_P1.jpg,056,planar,laptop,none,partial,none
triangles_original/056_T0.jpg,056,tilted,none,none,none,none
triangles_original/056_T1.jpg,056,tilted,laptop,none,partial,none
triangles_original/057_P0.jpg,057,planar,none,none,none,none
triangles_original/057_P1.jpg,057,planar,laptop,none,partial,none
triangles_original/057_T0.jpg,057,tilted,none,none,none,none
triangles_original/057_T1.jpg,057,tilted,laptop,none,partial,none
triangles_original/058_P0.jpg,058,planar,none,none,none,none
triangles_original/058_P1.jpg,058,planar,pillow,none,none,none
triangles_original/058_T0.jpg,058,tilted,none,none,none,none
triangles_original/058_T1.jpg,058,tilted,pillow,none,none,none
triangles_original/059_P0.jpg,059,planar,none,none,none,none
triangles_original/059_P1.jpg,059,planar,pillow,none,none,none
triangles_original/059_T0.jpg,059,tilted,none,none,none,none
triangles_original/059_T1.jpg,059,tilted,pillow,none,none,none
triangles_original/060_P0.jpg,060,planar,none,none,none,none
triangles_original/060_P1.jpg,060,planar,pillow,partial,none,none
triangles_original/060_T0.jpg,060,tilted,none,none,none,none
triangles_original/060_T1.jpg,060,tilted,pillow,partial,none,none
triangles_original/061_P0.jpg,061,planar,none,none,none,none
triangles_original/061_P1.jpg,061,planar,rubiks cube,none,none,none
triangles_original/061_T0.jpg,061,tilted,none,none,none,none
triangles_original/061_T1.jpg,061,tilted,rubiks cube,none,none,none
triangles_original/062_P0.jpg,062,planar,none,none,none,none
triangles_original/062_P1.jpg,062,planar,rubiks cube,none,none,none
triangles_original/062_T0.jpg,062,tilted,none,none,none,none
triangles_original/062_T1.jpg,062,tilted,rubiks cube,none,none,none
triangles_original/063_P0.jpg,063,planar,none,none,none,none
triangles_original/063_P1.jpg,063,planar,rubiks cube,none,none,none
triangles_original/063_T0.jpg,063,tilted,none,none,none,none
triangles_original/063_T1.jpg,063,tilted,rubiks cube,none,none,none
triangles_original/064_P0.jpg,064,planar,none,none,none,none
triangles_original/064_P1.jpg,064,planar,glass,none,none,none
triangles_original/064_T0.jpg,064,tilted,none,none,none,none
triangles_original/064_T1.jpg,064,tilted,glass,partial,none,none
triangles_original/065_P0.jpg,065,planar,none,none,none,none
triangles_original/065_P1.jpg,065,planar,glass,none,none,none
triangles_original/065_T0.jpg,065,tilted,none,none,none,none
triangles_original/065_T1.jpg,065,tilted,glass,none,partial,none
triangles_original/066_P0.jpg,066,planar,none,none,none,none
triangles_original/066_P1.jpg,066,planar,glass,none,none,none
triangles_original/066_T0.jpg,066,tilted,none,none,none,none
triangles_original/066_T1.jpg,066,tilted,glass,none,none,none
triangles_original/067_P0.jpg,067,planar,none,none,none,none
triangles_original/067_P1.jpg,067,planar,iron,none,none,none
triangles_original/067_T0.jpg,067,tilted,none,none,none,none
triangles_original/067_T1.jpg,067,tilted,iron,partial,none,none
triangles_original/068_P0.jpg,068,planar,none,none,none,none
triangles_original/068_P1.jpg,068,planar,iron,none,none,none
triangles_original/068_T0.jpg,068,tilted,none,none,none,none
triangles_original/068_T1.jpg,068,tilted,iron,none,none,none
triangles_original/069_P0.jpg,069,planar,none,none,none,none
triangles_original/069_P1.jpg,069,planar,iron,none,none,none
triangles_original/069_T0.jpg,069,tilted,none,none,none,none
triangles_original/069_T1.jpg,069,tilted,iron,none,none,none
triangles_original/070_P0.jpg,070,planar,none,none,none,none
triangles_original/070_P1.jpg,070,planar,book,none,none,none
triangles_original/070_T0.jpg,070,tilted,none,none,none,none
triangles_original/070_T1.jpg,070,tilted,book,none,none,none
triangles_original/071_P0.jpg,071,planar,none,none,none,none
triangles_original/071_P1.jpg,071,planar,book,none,none,none
triangles_original/071_T0.jpg,071,tilted,none,none,none,none
triangles_original/071_T1.jpg,071,tilted,book,none,none,none
triangles_original/072_P0.jpg,072,planar,none,none,none,none
triangles_original/072_P1.jpg,072,planar,book,none,none,none
triangles_original/072_T0.jpg,072,tilted,none,none,none,none
triangles_original/072_T1.jpg,072,tilted,book,none,none,none
triangles_original/073_P0.jpg,073,planar,none,none,none,none
triangles_original/073_P1.jpg,073,planar,kettle,none,none,none
triangles_original/073_T0.jpg,073,tilted,none,none,none,none
triangles_original/073_T1.jpg,073,tilted,kettle,none,none,none
triangles_original/074_P0.jpg,074,planar,none,none,none,none
triangles_original/074_P1.jpg,074,planar,kettle,none,none,none
triangles_original/074_T0.jpg,074,tilted,none,none,none,none
triangles_original/074_T1.jpg,074,tilted,kettle,none,partial,none
triangles_original/075_P0.jpg,075,planar,none,none,none,none
triangles_original/075_P1.jpg,075,planar,kettle,none,none,none
triangles_original/075_T0.jpg,075,tilted,none,none,none,none
triangles_original/075_T1.jpg,075,tilted,kettle,partial,none,none
triangles_original/076_P0.jpg,076,planar,none,none,none,none
triangles_original/076_P1.jpg,076,planar,apple,none,none,none
triangles_original/076_T0.jpg,076,tilted,none,none,none,none
triangles_original/076_T1.jpg,076,tilted,apple,none,none,none
triangles_original/077_P0.jpg,077,planar,none,none,none,none
triangles_original/077_P1.jpg,077,planar,apple,none,none,none
triangles_original/077_T0.jpg,077,tilted,none,none,none,none
triangles_original/077_T1.jpg,077,tilted,apple,none,none,none
triangles_original/078_P0.jpg,078,planar,none,none,none,none
triangles_original/078_P1.jpg,078,planar,apple,none,none,none
triangles_original/078_T0.jpg,078,tilted,none,none,none,none
triangles_original/078_T1.jpg,078,tilted,apple,none,none,none
triangles_original/079_P0.jpg,079,planar,none,none,none,none
triangles_original/079_P1.jpg,079,planar,box,none,none,none
triangles_original/079_T0.jpg,079,tilted,none,none,none,none
triangles_original/079_T1.jpg,079,tilted,box,none,none,none
triangles_original/080_P0.jpg,080,planar,none,none,none,none
triangles_original/080_P1.jpg,080,planar,box,none,none,none
triangles_original/080_T0.jpg,080,tilted,none,none,none,none
triangles_original/080_T1.jpg,080,tilted,box,none,none,none
triangles_original/081_P0.jpg,081,planar,none,none,none,none
triangles_original/081_P1.jpg,081,planar,box,none,none,none
triangles_original/081_T0.jpg,081,tilted,none,none,none,none
triangles_original/081_T1.jpg,081,tilted,box,none,none,none
triangles_original/082_P0.jpg,082,planar,none,none,none,none
triangles_original/082_P1.jpg,082,planar,stool,none,none,none
triangles_original/082_T0.jpg,082,tilted,none,none,none,none
triangles_original/082_T1.jpg,082,tilted,stool,partial,partial,none
triangles_original/083_P0.jpg,083,planar,none,none,none,none
triangles_original/083_P1.jpg,083,planar,stool,none,none,none
triangles_original/083_T0.jpg,083,tilted,none,none,none,none
triangles_original/083_T1.jpg,083,tilted,stool,partial,none,none
triangles_original/084_P0.jpg,084,planar,none,none,none,none
triangles_original/084_P1.jpg,084,planar,stool,none,none,none
triangles_original/084_T0.jpg,084,tilted,none,none,none,none
triangles_original/084_T1.jpg,084,tilted,stool,partial,none,none
triangles_original/085_P0.jpg,085,planar,none,none,none,none
triangles_original/085_P1.jpg,085,planar,laptop,none,none,none
triangles_original/085_T0.jpg,085,tilted,none,none,none,none
triangles_original/085_T1.jpg,085,tilted,laptop,partial,none,none
triangles_original/086_P0.jpg,086,planar,none,none,none,none
triangles_original/086_P1.jpg,086,planar,laptop,none,none,none
triangles_original/086_T0.jpg,086,tilted,none,none,none,none
triangles_original/086_T1.jpg,086,tilted,laptop,none,none,none
triangles_original/087_P0.jpg,087,planar,none,none,none,none
triangles_original/087_P1.jpg,087,planar,laptop,none,none,none
triangles_original/087_T0.jpg,087,tilted,none,none,none,none
triangles_original/087_T1.jpg,087,tilted,laptop,partial,none,none
triangles_original/088_P0.jpg,088,planar,none,none,none,none
triangles_original/088_P1.jpg,088,planar,pillow,none,partial,none
triangles_original/088_T0.jpg,088,tilted,none,none,none,none
triangles_original/088_T1.jpg,088,tilted,pillow,partial,partial,none
triangles_original/089_P0.jpg,089,planar,none,none,none,none
triangles_original/089_P1.jpg,089,planar,pillow,none,none,none
triangles_original/089_T0.jpg,089,tilted,none,none,none,none
triangles_original/089_T1.jpg,089,tilted,pillow,partial,none,none
triangles_original/090_P0.jpg,090,planar,none,none,none,none
triangles_original/090_P1.jpg,090,planar,pillow,partial,none,none
triangles_original/090_T0.jpg,090,tilted,none,none,none,none
triangles_original/090_T1.jpg,090,tilted,pillow,partial,none,none
triangles_original/091_P0.jpg,091,planar,none,none,none,none
triangles_original/091_P1.jpg,091,planar,rubiks cube,none,none,none
triangles_original/091_T0.jpg,091,tilted,none,none,none,none
triangles_original/091_T1.jpg,091,tilted,rubiks cube,none,none,none
triangles_original/092_P0.jpg,092,planar,none,none,none,none
triangles_original/092_P1.jpg,092,planar,glass,none,none,none
triangles_original/092_T0.jpg,092,tilted,none,none,none,none
triangles_original/092_T1.jpg,092,tilted,glass,partial,none,none
triangles_original/093_P0.jpg,093,planar,none,none,none,none
triangles_original/093_P1.jpg,093,planar,iron,none,none,none
triangles_original/093_T0.jpg,093,tilted,none,none,none,none
triangles_original/093_T1.jpg,093,tilted,iron,partial,none,none
triangles_original/094_P0.jpg,094,planar,none,none,none,none
triangles_original/094_P1.jpg,094,planar,book,none,none,none
triangles_original/094_T0.jpg,094,tilted,none,none,none,none
triangles_original/094_T1.jpg,094,tilted,book,partial,none,none
triangles_original/095_P0.jpg,095,planar,none,none,none,none
triangles_original/095_P1.jpg,095,planar,kettle,none,none,none
triangles_original/095_T0.jpg,095,tilted,none,none,none,none
triangles_original/095_T1.jpg,095,tilted,kettle,none,none,none
triangles_original/096_P0.jpg,096,planar,none,none,none,none
triangles_original/096_P1.jpg,096,planar,apple,none,none,none
triangles_original/096_T0.jpg,096,tilted,none,none,none,none
triangles_original/096_T1.jpg,096,tilted,apple,none,none,none
triangles_original/097_P0.jpg,097,planar,none,none,none,none
triangles_original/097_P1.jpg,097,planar,box,none,none,none
triangles_original/097_T0.jpg,097,tilted,none,none,none,none
triangles_original/097_T1.jpg,097,tilted,box,none,none,none
triangles_original/098_P0.jpg,098,planar,none,none,none,none
triangles_original/098_P1.jpg,098,planar,stool,none,none,none
triangles_original/098_T0.jpg,098,tilted,none,none,none,none
triangles_original/098_T1.jpg,098,tilted,stool,partial,none,none
triangles_original/099_P0.jpg,099,planar,none,none,none,none
triangles_original/099_P1.jpg,099,planar,laptop,none,none,none
triangles_original/099_T0.jpg,099,tilted,none,none,none,none
triangles_original/099_T1.jpg,099,tilted,laptop,none,none,none
triangles_original/100_P0.jpg,100,planar,none,none,none,none
triangles_original/100_P1.jpg,100,planar,pillow,none,none,none
triangles_original/100_T0.jpg,100,tilted,none,none,none,none
triangles_original/100_T1.jpg,100,tilted,pillow,partial,none,none
