img_original,side_type_3d,angle_type_3d,side_type_2d,angle_type_2d,gemini_2.5_pro_Q1_acc_3d,gemini_2.5_pro_Q1_acc_2d,gemini_2.5_flash_Q1_acc_3d,gemini_2.5_flash_Q1_acc_2d,openai_gpt_5_Q1_acc_3d,openai_gpt_5_Q1_acc_2d,qwen_2.5_32b_Q1_acc_3d,qwen_2.5_32b_Q1_acc_2d,gemini_2.5_pro_Q2_acc_3d,gemini_2.5_pro_Q2_acc_2d,gemini_2.5_flash_Q2_acc_3d,gemini_2.5_flash_Q2_acc_2d,openai_gpt_5_Q2_acc_3d,openai_gpt_5_Q2_acc_2d,qwen_2.5_32b_Q2_acc_3d,qwen_2.5_32b_Q2_acc_2d,gemini_2.5_pro_Q3_acc_3d,gemini_2.5_pro_Q3_acc_2d,gemini_2.5_flash_Q3_acc_3d,gemini_2.5_flash_Q3_acc_2d,openai_gpt_5_Q3_acc_3d,openai_gpt_5_Q3_acc_2d,qwen_2.5_32b_Q3_acc_3d,qwen_2.5_32b_Q3_acc_2d,gemini_2.5_pro_Q4_acc_3d,gemini_2.5_pro_Q4_acc_2d,gemini_2.5_flash_Q4_acc_3d,gemini_2.5_flash_Q4_acc_2d,openai_gpt_5_Q4_acc_3d,openai_gpt_5_Q4_acc_2d,qwen_2.5_32b_Q4_acc_3d,qwen_2.5_32b_Q4_acc_2d,gemini_2.5_pro_Q5_acc_3d,gemini_2.5_pro_Q5_acc_2d,gemini_2.5_flash_Q5_acc_3d,gemini_2.5_flash_Q5_acc_2d,openai_gpt_5_Q5_acc_3d,openai_gpt_5_Q5_acc_2d,qwen_2.5_32b_Q5_acc_3d,qwen_2.5_32b_Q5_acc_2d,gemini_2.5_pro_Q6_acc_3d,gemini_2.5_pro_Q6_acc_2d,gemini_2.5_flash_Q6_acc_3d,gemini_2.5_flash_Q6_acc_2d,openai_gpt_5_Q6_acc_3d,openai_gpt_5_Q6_acc_2d,qwen_2.5_32b_Q6_acc_3d,qwen_2.5_32b_Q6_acc_2d
triangles_original/003_T0.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9060477849676456,0.9717069264647004,0.709556993529119,0.6160416388629388,0.4090343454454952,0.29374082476978514,0.24016923842707827,0.11263846256506072,0.8248805555555555,0.9023372222222222,0.27650833333333336,0.5492905555555555,0.893361111111111,0.6205788888888889,0.9131827777777778,0.6404005555555555,0.6443277601215974,0.7562630077854005,-0.1868868315600385,0.7800431665767362,0.9117728340472572,0.5086333153472598,0.9770623186403204,0.5450551144685115,0.7947877777777778,0.8697383333333334,0.33008000000000004,0.6655538888888888,0.8645733333333333,0.5290994444444443,0.9429444444444445,0.6074705555555555
triangles_original/003_T1.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7116724738675958,0.756681661815295,0.366351418616227,0.38952103731145804,0.3325037332005971,0.22704419158507538,0.24016923842707827,0.1288700714474731,0.7183338888888888,0.984185,0.8603211111111111,0.8738277777777778,0.8731827777777778,0.6073316666666666,0.9131827777777778,0.6473316666666666,0.7498963658974714,0.6886656009743473,-0.46780433881442574,0.6405191444013094,0.9810695039380959,0.5404582476973433,0.9770623186403204,0.5382507421785795,0.7719055555555556,0.8949044444444444,0.8031177777777778,0.8636922222222222,0.8496111111111111,0.5164211111111111,0.9429444444444445,0.6097544444444445
triangles_original/004_P0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8375447098188531,0.8432835820895521,0.9155417099342332,0.9110218140068886,0.403138340833045,0.41102181400688875,0.368293527172032,0.3763490241102182,0.9424216666666667,0.9429649999999999,0.9069872222222222,0.9064438888888889,0.9886922222222222,0.9892355555555555,0.9764188888888888,0.9758755555555556,0.8690831230404528,0.847041397053091,0.9740001529402768,0.9929835503235364,0.8774183681272464,0.8555390972168082,0.9185593025923379,0.8974818741716691,0.85778,0.8456683333333334,0.9927133333333333,0.9806016666666667,0.9402777777777778,0.9523894444444444,0.9830555555555556,0.9709438888888889
triangles_original/004_P1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8375447098188531,0.852244246981089,0.9979231568016614,0.9853041695146958,0.853351794161763,0.8678514467988152,0.368293527172032,0.38892686261107334,0.94186,0.945675,0.9652116666666667,0.9613966666666667,0.9470055555555555,0.9508205555555556,0.9764188888888888,0.9726038888888889,0.7920776936606257,0.7618749020222606,0.9285004205857612,0.951716569995297,0.8007952894394738,0.8208183100799498,0.9185593025923379,0.8915190468725507,0.7839727777777777,0.7697083333333333,0.9658627777777777,0.9801272222222223,0.881845,0.8961094444444444,0.9830555555555556,0.9687911111111112
triangles_original/004_T0.jpg,scalene,acute,scalene,right,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5308641975308641,0.5572241734286061,0.594669435790931,0.6241976504783819,0.5987077420099228,0.5291268015017562,0.368293527172032,0.28727140607969004,0.41078388888888884,0.5471805555555556,0.5437838888888888,0.6801805555555556,0.9993455555555556,0.8642577777777778,0.9764188888888888,0.8871844444444444,0.3380744819148125,0.8036441704282727,0.516326374550738,0.9319608059011341,0.9915882847747953,0.7138060112297699,0.9185593025923379,0.7784872839370252,0.5007538888888889,0.6708194444444444,0.633753888888889,0.8038194444444444,0.9360138888888889,0.7659483333333333,0.9830555555555556,0.846878888888889
triangles_original/004_T1.jpg,scalene,acute,scalene,right,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8016614745586708,0.8362017089902516,0.5647859697703934,0.5891202310747383,0.5739010038075459,0.5124563726080154,0.575631706472828,0.5142616440004815,0.8129005555555555,0.9476222222222221,0.6596288888888889,0.7943505555555556,0.9790466666666666,0.8862316666666666,0.9726472222222222,0.8926311111111112,0.8993652978511891,0.7766146873145201,0.43771507226428075,0.8976420439216531,0.9925823965741377,0.7003723088544758,0.8011011699931176,0.8459504667350133,0.9028705555555555,0.9216722222222222,0.7495988888888889,0.9250561111111111,0.9555111111111111,0.7800538888888888,0.9805927777777778,0.8051355555555556
triangles_original/005_P0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7185724870338355,0.7215127092374457,0.666090392689553,0.6688158710477372,0.7220301308965177,0.7249845009299443,0.8731785626080514,0.8767513949163049,0.8571383333333333,0.8571677777777778,0.8412061111111111,0.8412355555555555,0.8730983333333333,0.8731277777777777,0.8991388888888889,0.8991683333333333,0.9640651649708876,0.97126266516561,0.841028053872846,0.8473069858387154,0.7284596835852497,0.7338982046572258,0.8317355760748103,0.8379451324287491,0.8942077777777778,0.8904944444444445,0.9967011111111111,0.9929877777777778,0.8607077777777778,0.8644211111111111,0.9334444444444445,0.9371577777777778
triangles_original/005_P1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6879476413929366,0.6964620577572196,0.6722030130896518,0.680522565320665,0.7359841936280563,0.7450931366420801,0.8731785626080514,0.8839854981872732,0.8559711111111111,0.8593455555555556,0.8430983333333333,0.8464727777777777,0.8761944444444444,0.8795688888888888,0.8991388888888889,0.9025133333333333,0.8100335234958537,0.8201143265451947,0.8643180615185556,0.8750744313445278,0.7239898841380934,0.7329998809098488,0.8317355760748103,0.8420864594498034,0.9627305555555556,0.9668583333333334,0.9752466666666666,0.9711188888888889,0.8417777777777777,0.8459055555555556,0.9334444444444445,0.9375722222222223
triangles_original/005_T0.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9454186218819461,0.7493199964903046,0.5504445542109162,0.3911116960603668,0.7205482835267968,0.5119768360094763,0.7622252408001976,0.5415898920768623,0.9186305555555556,0.9733944444444445,0.8490183333333333,0.9569933333333334,0.8854166666666666,0.9933916666666667,0.9029105555555555,0.9891144444444444,0.6304769746515322,0.737739196553035,0.9145444921484444,0.4926498542643517,0.7239898841380934,0.3900012672665062,0.9220725754278658,0.4967051070840198,0.7139122222222222,0.7668272222222223,0.9331038888888888,0.5476355555555555,0.8524444444444444,0.33318388888888895,0.8970927777777779,0.37783222222222224
triangles_original/005_T1.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9118918251420105,0.6239543726235741,0.5716843665102495,0.39117025771018166,0.8202642627809336,0.5612589776087875,0.7622252408001976,0.5215462610899873,0.9142166666666667,0.9776544444444445,0.8319038888888889,0.9400327777777778,0.8754833333333334,0.9836122222222222,0.9029105555555555,0.9889605555555555,0.8538493207081103,0.5992619926199263,0.9742986531788508,0.5362853628536286,0.8361465623713462,0.4371771217712177,0.9220725754278658,0.4821033210332104,0.8336861111111111,0.6360527777777778,0.7762261111111111,0.6935127777777779,0.8535188888888889,0.32325777777777787,0.8970927777777779,0.36683166666666667
triangles_original/006_P0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3876923076923078,0.4326514859127749,0.8020843672456576,0.835488228483211,0.6203473945409431,0.6588189888074103,0.5963275434243178,0.6354689309147048,0.7965783333333334,0.8093294444444444,0.8919666666666667,0.9047177777777777,0.9364311111111111,0.9491822222222223,0.8555138888888889,0.868265,0.6734177215189872,0.6317385444743935,0.9856267864434465,0.9834063342318059,0.824009799918334,0.7870619946091645,0.8450796243364639,0.8087938005390837,0.9214805555555555,0.8955511111111111,0.9831311111111111,0.9909394444444445,0.9497777777777778,0.9757072222222223,0.9804161111111112,0.9544866666666667
triangles_original/006_P1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9394540942928039,0.90904725316942,0.909379652605459,0.8799462159047254,0.8055583126550869,0.8442182097579715,0.5963275434243178,0.6417595082597003,0.9740822222222222,0.9887411111111111,0.9505944444444444,0.9652533333333333,0.9404505555555556,0.9551094444444445,0.9197644444444445,0.9344233333333334,0.8659861167823601,0.8866220735785953,0.90812576561862,0.9297658862876256,0.9891384238464679,0.9650501672240802,0.8450796243364639,0.8175585284280937,0.9031794444444444,0.9247416666666667,0.9334555555555556,0.9550177777777777,0.94894,0.9705022222222223,0.9613333333333334,0.9397711111111111
triangles_original/006_T0.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.08635235732009938,0.8854847100988497,0.7781637717121588,0.7116018266951847,0.7071960297766751,0.7529336955893404,0.7746898263027296,0.7136250650326608,0.7817233333333333,0.9273305555555555,0.9326733333333334,0.9217194444444444,0.9378577777777778,0.916535,0.9159927777777778,0.9384,0.32543895467537765,0.978151982063636,0.7472437729685585,0.7317654915804037,0.8414046549612085,0.6767638219720461,0.719640669661086,0.7478891380050566,0.8308661111111111,0.9171938888888889,0.8740088888888888,0.8740511111111111,0.9529005555555555,0.7009605555555556,0.9976849999999999,0.750375
triangles_original/006_T1.jpg,scalene,acute,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.9292307692307692,0.5425673717762967,-0.22213399503722053,0.7025210084033614,0.7384615384615386,0.7365980875108664,0.7746898263027296,0.7154447986090988,0.9750866666666667,0.8793722222222222,0.8070622222222222,0.9526033333333334,0.9231977777777778,0.9312611111111111,0.9159927777777778,0.9384661111111111,0.9876684360963658,0.5933655641185199,-0.13507554103715802,0.7485520080417407,0.8828093099224171,0.6548274376525777,0.8103715802368312,0.6972859125939399,0.9990888888888889,0.7490911111111112,0.6918472222222223,0.941845,0.9883722222222222,0.7383744444444444,0.9976849999999999,0.7523172222222223
triangles_original/007_P0.jpg,scalene,obtuse,isosceles,acute,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33987386124737207,0.5344880915558303,-0.19131044148563414,0.06557377049180324,-0.508759635599159,-0.21466130528920524,-2.955150665732306,-2.374265388184349,0.7985411111111111,0.8627538888888888,0.6642305555555555,0.7284433333333333,0.7782672222222222,0.84248,0.7284194444444445,0.7926322222222222,0.6671327474032644,0.7557214895267649,0.6498687364456113,0.7361649857770882,0.39878438534413874,0.45173907421773984,0.403549823079557,0.45713731574864236,0.941065,0.9947199999999999,0.8716833333333334,0.8074683333333333,0.778265,0.84248,0.7284172222222223,0.7926322222222222
triangles_original/007_P1.jpg,scalene,obtuse,isosceles,acute,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1243868255080588,0.3156073001887981,0.6678346180798879,0.8036500943989933,-2.79677645409951,-2.3077407174323468,-2.955150665732306,-2.449968533668973,0.9389355555555555,0.9993772222222223,0.9814572222222222,0.9581011111111111,0.6601133333333333,0.7205550000000001,0.7284194444444445,0.7888611111111111,0.533158315260815,0.5938592587883798,0.750627782216642,0.8360879791494502,0.40491952973404866,0.45102027843112324,0.403549823079557,0.4494946284406586,0.9389333333333333,0.9993772222222223,0.981455,0.9581011111111111,0.6739999999999999,0.7344438888888889,0.7284172222222223,0.7888611111111111
triangles_original/007_T0.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5322354590049057,-0.5119916579770594,-0.6576734407848632,-0.6364268335071253,-2.6426068675543104,-2.6054918317692035,-2.955150665732306,-2.915537017726798,0.6826244444444445,0.9629405555555556,0.6701655555555555,0.9504816666666667,0.6570577777777777,0.937373888888889,0.6641688888888888,0.944485,0.4867024312293118,0.4007895478898392,0.46675607807327935,0.38436413196729013,0.4223262184682114,0.3477770467149168,0.403549823079557,0.3323150672055645,0.8807611111111111,0.5944016666666667,0.8644033333333333,0.5780438888888888,0.6841666666666666,0.3978072222222222,0.7475,0.46114055555555555
triangles_original/007_T1.jpg,scalene,obtuse,scalene,obtuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7782060266292925,-1.708046767537827,-1.4891380518570432,-1.4243466299862453,-2.155571128241065,-2.078404401650619,-2.325508058864751,-2.245185694635488,0.6209983333333333,0.9022144444444444,0.5824677777777778,0.8636838888888889,0.6282077777777777,0.9094238888888889,0.6679405555555555,0.9491566666666666,0.30769889282045426,0.25555766222685694,0.3497317657801621,0.2904678390292459,0.36496975231137996,0.30312366687206704,0.4156774340828673,0.34523865952505095,0.6209961111111111,0.3350861111111111,0.7099288888888888,0.42401888888888895,0.6694,0.38349,0.7111483333333333,0.4252383333333334
triangles_original/008_P0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9650154202004626,0.997121634168988,0.9727255204317656,0.9896935933147634,0.8849267540478026,0.925719591457753,0.6370470316114112,0.686908077994429,0.9654838888888889,0.9990577777777778,0.9796788888888889,0.9848627777777778,0.9958872222222223,0.9604288888888889,0.8894844444444444,0.9249427777777778,0.9847387173396674,0.9767789813872764,0.8937648456057008,0.900772039020887,0.7351543942992874,0.7409180681070082,0.8397862232779097,0.846370219642109,0.9818933333333333,0.9931316666666666,0.9692638888888888,0.9580255555555556,0.8340611111111111,0.8228227777777778,0.9218616666666667,0.9106233333333333
triangles_original/008_P1.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9994217424826521,0.9666293810589112,0.6575751734772552,0.7016219239373601,0.7248457979953739,0.7010626398210291,0.6370470316114112,0.6817673378076063,0.9966827777777778,0.9722033333333333,0.6182572222222222,0.6493711111111111,0.9824338888888889,0.9864522222222222,0.953735,0.9848488888888889,0.9026128266033253,0.8850678733031674,0.6857482185273158,0.66473604826546,0.7894893111638954,0.8021116138763197,0.8397862232779097,0.8532126696832578,0.9715722222222223,0.9784844444444445,0.7165388888888888,0.723451111111111,0.8532372222222222,0.846325,0.9409444444444445,0.9340322222222222
triangles_original/008_T0.jpg,scalene,acute,scalene,acute,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6571896684656899,0.7123158884362268,0.7558789514263686,0.6515198997179569,0.7875867386276023,0.685887391622271,0.6370470316114112,0.522720150423065,0.7196666666666667,0.7482733333333333,0.7469594444444445,0.7755661111111112,0.9830016666666667,0.9883916666666667,0.953735,0.9823416666666667,0.9450118764845605,0.6463325481276906,0.8013064133016625,0.8198359190967428,0.7963182897862233,0.5446348793761676,0.8397862232779097,0.5743643895703029,0.8862466666666666,0.9948338888888889,0.8228800000000001,0.9314672222222222,0.8552777777777778,0.7466905555555555,0.9409444444444445,0.8323572222222222
