img_original,triangle_id,camera_view,object_in_square,img_marked,img_width_px,img_height_px,Ax_px,Ay_px,Bx_px,By_px,Cx_px,Cy_px,AB_px,BC_px,CA_px,angle_A_deg,angle_B_deg,angle_C_deg,side_type,angle_type,ab_over_ac,abs_b_minus_c_deg,max_over_min_side,angle_range_deg
triangles_original/013_P0.jpg,013,planar,none,triangles_marked/013_P0_marked.jpg,1024.0,768.0,285.0,512.0,616.0,653.0,633.0,289.0,359.7805,364.3968,413.3195,55.7251,69.6008,54.6741,isosceles,acute,0.8705,14.9267,1.1488,14.9267
triangles_original/013_P1.jpg,013,planar,kettle,triangles_marked/013_P1_marked.jpg,1024.0,768.0,284.0,501.0,613.0,640.0,627.0,279.0,357.1582,361.2714,408.5744,55.8159,69.3172,54.8669,isosceles,acute,0.8742,14.4502,1.144,14.4502
triangles_original/013_T0.jpg,013,tilted,none,triangles_marked/013_T0_marked.jpg,1024.0,768.0,750.0,364.0,587.0,147.0,344.0,291.0,271.4001,282.4624,412.5106,42.8948,96.2615,40.8437,scalene,obtuse,0.6579,55.4177,1.5199,55.4177
triangles_original/013_T1.jpg,013,tilted,kettle,triangles_marked/013_T1_marked.jpg,1024.0,768.0,742.0,365.0,578.0,145.0,331.0,288.0,274.4012,285.4085,418.1507,42.6859,96.6343,40.6798,scalene,obtuse,0.6562,55.9545,1.5239,55.9545
triangles_original/014_P0.jpg,014,planar,none,triangles_marked/014_P0_marked.jpg,1024.0,768.0,766.0,110.0,325.0,150.0,743.0,366.0,442.8103,470.5104,257.0311,79.6834,32.5102,67.8064,scalene,acute,1.7228,35.2962,1.8306,47.1732
triangles_original/014_P1.jpg,014,planar,kettle,triangles_marked/014_P1_marked.jpg,1024.0,768.0,779.0,105.0,336.0,154.0,757.0,363.0,445.7017,470.0234,258.9363,78.8143,32.7133,68.4724,scalene,acute,1.7213,35.7591,1.8152,46.101
triangles_original/014_T0.jpg,014,tilted,none,triangles_marked/014_T0_marked.jpg,1024.0,768.0,805.0,546.0,817.0,248.0,495.0,424.0,298.2415,366.9605,333.1426,70.8239,59.0337,50.1423,scalene,acute,0.8952,8.8914,1.2304,20.6816
triangles_original/014_T1.jpg,014,tilted,kettle,triangles_marked/014_T1_marked.jpg,1024.0,768.0,803.0,552.0,814.0,249.0,493.0,431.0,303.1996,369.0054,332.7777,70.7573,58.3686,50.8741,scalene,acute,0.9111,7.4945,1.217,19.8832
triangles_original/015_P0.jpg,015,planar,none,triangles_marked/015_P0_marked.jpg,1024.0,768.0,460.0,112.0,802.0,371.0,536.0,545.0,429.0047,317.8553,439.6192,42.9079,70.3271,66.765,isosceles,acute,0.9759,3.5621,1.3831,27.4193
triangles_original/015_P1.jpg,015,planar,kettle,triangles_marked/015_P1_marked.jpg,1024.0,768.0,452.0,102.0,798.0,363.0,531.0,541.0,433.4017,320.8941,446.0516,42.77,70.7186,66.5114,isosceles,acute,0.9716,4.2072,1.39,27.9486
triangles_original/015_T0.jpg,015,tilted,none,triangles_marked/015_T0_marked.jpg,1024.0,768.0,227.0,412.0,348.0,130.0,629.0,207.0,306.8632,291.3589,451.2527,39.7576,97.899,42.3434,scalene,obtuse,0.68,55.5556,1.5488,58.1414
triangles_original/015_T1.jpg,015,tilted,kettle,triangles_marked/015_T1_marked.jpg,1024.0,768.0,221.0,396.0,344.0,111.0,633.0,192.0,310.4094,300.1366,459.7391,40.3139,97.6871,41.9991,scalene,obtuse,0.6752,55.688,1.5318,57.3732
triangles_original/016_P0.jpg,016,planar,none,triangles_marked/016_P0_marked.jpg,1024.0,768.0,466.0,228.0,820.0,372.0,436.0,451.0,382.1675,392.0421,225.0089,75.5265,33.7607,70.7128,isosceles,acute,1.6985,36.9521,1.7423,41.7658
triangles_original/016_P1.jpg,016,planar,apple,triangles_marked/016_P1_marked.jpg,1024.0,768.0,460.0,222.0,821.0,364.0,431.0,445.0,387.924,398.3227,224.8777,75.9372,33.2054,70.8575,isosceles,acute,1.725,37.6521,1.7713,42.7318
triangles_original/016_T0.jpg,016,tilted,none,triangles_marked/016_T0_marked.jpg,1024.0,768.0,666.0,271.0,507.0,478.0,460.0,197.0,261.0172,284.9035,218.8881,72.231,47.0238,60.7451,scalene,acute,1.1925,13.7213,1.3016,25.2072
triangles_original/016_T1.jpg,016,tilted,apple,triangles_marked/016_T1_marked.jpg,1024.0,768.0,710.0,267.0,553.0,472.0,507.0,187.0,258.2131,288.6884,218.1949,74.062,46.6155,59.3225,scalene,acute,1.1834,12.707,1.3231,27.4465
triangles_original/017_P0.jpg,017,planar,none,triangles_marked/017_P0_marked.jpg,1024.0,768.0,470.0,131.0,785.0,597.0,289.0,299.0,562.4776,578.6363,246.9514,81.1906,24.9449,73.8645,isosceles,acute,2.2777,48.9195,2.3431,56.2456
triangles_original/017_P1.jpg,017,planar,apple,triangles_marked/017_P1_marked.jpg,1024.0,768.0,474.0,130.0,783.0,599.0,291.0,296.0,561.6422,577.8174,247.0729,81.1675,24.9942,73.8383,isosceles,acute,2.2732,48.8441,2.3387,56.1734
triangles_original/017_T0.jpg,017,tilted,none,triangles_marked/017_T0_marked.jpg,1024.0,768.0,754.0,340.0,121.0,160.0,722.0,192.0,658.095,601.8513,151.4199,61.9259,12.8258,105.2483,scalene,obtuse,4.3462,92.4225,4.3462,92.4225
triangles_original/017_T1.jpg,017,tilted,apple,triangles_marked/017_T1_marked.jpg,1024.0,768.0,760.0,343.0,124.0,153.0,730.0,195.0,663.7741,607.4537,151.0099,61.9081,12.6684,105.4234,scalene,obtuse,4.3956,92.755,4.3956,92.755
triangles_original/018_P0.jpg,018,planar,none,triangles_marked/018_P0_marked.jpg,1024.0,768.0,761.0,116.0,809.0,625.0,296.0,318.0,511.2583,597.8445,506.9803,71.9067,53.7148,54.3786,isosceles,acute,1.0084,0.6638,1.1792,18.1919
triangles_original/018_P1.jpg,018,planar,apple,triangles_marked/018_P1_marked.jpg,1024.0,768.0,757.0,108.0,810.0,620.0,295.0,316.0,514.7359,598.0309,506.6636,71.6719,53.5371,54.791,isosceles,acute,1.0159,1.254,1.1803,18.1348
triangles_original/018_T0.jpg,018,tilted,none,triangles_marked/018_T0_marked.jpg,1024.0,768.0,113.0,245.0,482.0,96.0,579.0,420.0,397.9472,338.2085,497.7761,42.5716,84.6782,52.7502,scalene,acute,0.7995,31.928,1.4718,42.1067
triangles_original/018_T1.jpg,018,tilted,apple,triangles_marked/018_T1_marked.jpg,1024.0,768.0,115.0,247.0,479.0,95.0,582.0,418.0,394.4617,339.0251,497.3228,42.7756,85.0222,52.2022,scalene,acute,0.7932,32.82,1.4669,42.2465
triangles_original/019_P0.jpg,019,planar,none,triangles_marked/019_P0_marked.jpg,1024.0,768.0,649.0,230.0,654.0,584.0,427.0,366.0,354.0353,314.7269,260.3459,59.317,45.3494,75.3335,scalene,acute,1.3599,29.9841,1.3599,29.9841
triangles_original/019_P1.jpg,019,planar,box,triangles_marked/019_P1_marked.jpg,1024.0,768.0,623.0,237.0,631.0,585.0,402.0,374.0,348.0919,311.3872,260.0192,59.5217,46.0257,74.4526,scalene,acute,1.3387,28.4269,1.3387,28.4269
triangles_original/019_T0.jpg,019,tilted,none,triangles_marked/019_T0_marked.jpg,1024.0,768.0,452.0,344.0,276.0,144.0,588.0,188.0,266.4132,315.0873,206.9589,82.4295,40.625,56.9455,scalene,acute,1.2873,16.3205,1.5225,41.8045
triangles_original/019_T1.jpg,019,tilted,box,triangles_marked/019_T1_marked.jpg,1024.0,768.0,455.0,347.0,279.0,149.0,589.0,192.0,264.9151,312.968,204.8927,82.4775,40.4694,57.0531,scalene,acute,1.2929,16.5838,1.5275,42.0081
triangles_original/020_P0.jpg,020,planar,none,triangles_marked/020_P0_marked.jpg,1024.0,768.0,212.0,355.0,338.0,191.0,501.0,499.0,206.8139,348.4724,322.8885,78.9509,65.4235,35.6256,scalene,acute,0.6405,29.7979,1.685,43.3253
triangles_original/020_P1.jpg,020,planar,box,triangles_marked/020_P1_marked.jpg,1024.0,768.0,190.0,357.0,318.0,190.0,488.0,501.0,210.4115,354.4305,330.9683,78.3219,66.131,35.5471,scalene,acute,0.6357,30.5839,1.6845,42.7748
triangles_original/020_T0.jpg,020,tilted,none,triangles_marked/020_T0_marked.jpg,1024.0,768.0,390.0,348.0,307.0,231.0,679.0,221.0,143.4503,372.1344,315.6739,101.629,56.1879,22.1831,scalene,obtuse,0.4544,34.0048,2.5942,79.446
triangles_original/020_T1.jpg,020,tilted,box,triangles_marked/020_T1_marked.jpg,1024.0,768.0,389.0,355.0,309.0,241.0,677.0,230.0,139.2695,368.1644,313.957,101.5972,56.6527,21.75,scalene,obtuse,0.4436,34.9027,2.6435,79.8472
triangles_original/021_P0.jpg,021,planar,none,triangles_marked/021_P0_marked.jpg,1024.0,768.0,801.0,346.0,302.0,172.0,652.0,527.0,528.4666,498.5228,234.4398,69.7622,26.1828,84.055,scalene,acute,2.2542,57.8722,2.2542,57.8722
triangles_original/021_P1.jpg,021,planar,box,triangles_marked/021_P1_marked.jpg,1024.0,768.0,815.0,340.0,313.0,170.0,668.0,526.0,530.0038,502.7534,237.0759,70.3883,26.3721,83.2395,scalene,acute,2.2356,56.8674,2.2356,56.8674
triangles_original/021_T0.jpg,021,tilted,none,triangles_marked/021_T0_marked.jpg,1024.0,768.0,298.0,158.0,462.0,546.0,496.0,177.0,421.2363,370.5631,198.9095,61.6059,28.1772,90.2169,scalene,right,2.1177,62.0396,2.1177,62.0396
triangles_original/021_T1.jpg,021,tilted,box,triangles_marked/021_T1_marked.jpg,1024.0,768.0,307.0,170.0,464.0,552.0,502.0,192.0,413.0048,362.0,196.2371,61.2207,28.368,90.4113,scalene,right,2.1046,62.0434,2.1046,62.0434
triangles_original/022_P0.jpg,022,planar,none,triangles_marked/022_P0_marked.jpg,1024.0,768.0,206.0,374.0,565.0,586.0,440.0,154.0,416.9233,449.721,321.1791,73.7968,43.299,62.9042,scalene,acute,1.2981,19.6052,1.4002,30.4978
triangles_original/022_P1.jpg,022,planar,stool,triangles_marked/022_P1_marked.jpg,1024.0,768.0,191.0,380.0,553.0,596.0,431.0,159.0,421.5448,453.7103,326.253,73.4638,43.5776,62.9586,scalene,acute,1.2921,19.3809,1.3907,29.8862
triangles_original/022_T0.jpg,022,tilted,none,triangles_marked/022_T0_marked.jpg,1024.0,768.0,428.0,244.0,714.0,541.0,662.0,163.0,412.3166,381.56,247.6227,65.1744,36.0863,78.7393,scalene,acute,1.6651,42.653,1.6651,42.653
triangles_original/022_T1.jpg,022,tilted,stool,triangles_marked/022_T1_marked.jpg,1024.0,768.0,424.0,262.0,714.0,551.0,655.0,181.0,409.4154,374.6745,244.7897,64.2242,36.0389,79.7369,scalene,acute,1.6725,43.698,1.6725,43.698
triangles_original/023_P0.jpg,023,planar,none,triangles_marked/023_P0_marked.jpg,1024.0,768.0,558.0,351.0,708.0,334.0,606.0,622.0,150.9603,305.529,275.2181,86.4218,64.0316,29.5466,scalene,acute,0.5485,34.485,2.0239,56.8752
triangles_original/023_P1.jpg,023,planar,stool,triangles_marked/023_P1_marked.jpg,1024.0,768.0,561.0,354.0,709.0,341.0,602.0,625.0,148.5698,303.4881,274.0839,86.4167,64.3357,29.2476,scalene,acute,0.5421,35.0882,2.0427,57.1692
triangles_original/023_T0.jpg,023,tilted,none,triangles_marked/023_T0_marked.jpg,1024.0,768.0,486.0,289.0,371.0,341.0,324.0,121.0,126.2101,224.9644,233.3838,70.3729,77.7279,31.8992,scalene,acute,0.5408,45.8287,1.8492,45.8287
triangles_original/023_T1.jpg,023,tilted,stool,triangles_marked/023_T1_marked.jpg,1024.0,768.0,487.0,293.0,373.0,341.0,326.0,121.0,123.6932,224.9644,235.595,69.7256,79.2255,31.0489,scalene,acute,0.525,48.1767,1.9047,48.1767
triangles_original/024_P0.jpg,024,planar,none,triangles_marked/024_P0_marked.jpg,768.0,1024.0,283.0,739.0,180.0,216.0,632.0,438.0,533.046,503.5752,460.8709,60.3647,52.7007,66.9346,scalene,acute,1.1566,14.2339,1.1566,14.2339
triangles_original/024_P1.jpg,024,planar,stool,triangles_marked/024_P1_marked.jpg,768.0,1024.0,258.0,756.0,163.0,228.0,615.0,452.0,536.4783,504.4601,468.8976,59.784,53.4384,66.7776,scalene,acute,1.1441,13.3393,1.1441,13.3393
triangles_original/024_T0.jpg,024,tilted,none,triangles_marked/024_T0_marked.jpg,1024.0,768.0,538.0,510.0,168.0,215.0,603.0,186.0,473.2071,435.9656,330.4557,62.7787,42.3793,74.842,scalene,acute,1.432,32.4627,1.432,32.4627
triangles_original/024_T1.jpg,024,tilted,stool,triangles_marked/024_T1_marked.jpg,1024.0,768.0,537.0,502.0,164.0,208.0,601.0,176.0,474.9368,438.1701,332.2228,62.8617,42.4334,74.7049,scalene,acute,1.4296,32.2715,1.4296,32.2715
triangles_original/025_P0.jpg,025,planar,none,triangles_marked/025_P0_marked.jpg,768.0,1024.0,279.0,765.0,386.0,395.0,578.0,552.0,385.161,248.0181,367.1103,38.4056,66.8561,74.7383,scalene,acute,1.0492,7.8821,1.553,36.3327
triangles_original/025_P1.jpg,025,planar,laptop,triangles_marked/025_P1_marked.jpg,768.0,1024.0,263.0,775.0,381.0,401.0,574.0,561.0,392.1734,250.697,377.5142,37.9571,67.8516,74.1912,scalene,acute,1.0388,6.3396,1.5643,36.2341
triangles_original/025_T0.jpg,025,tilted,none,triangles_marked/025_T0_marked.jpg,1024.0,768.0,418.0,90.0,559.0,309.0,267.0,283.0,260.465,293.1552,245.051,70.8139,52.1369,57.0492,scalene,acute,1.0629,4.9124,1.1963,18.6771
triangles_original/025_T1.jpg,025,tilted,laptop,triangles_marked/025_T1_marked.jpg,1024.0,768.0,429.0,108.0,569.0,323.0,279.0,292.0,256.5638,291.6522,237.3942,72.2582,50.8278,56.914,scalene,acute,1.0808,6.0863,1.2286,21.4304
triangles_original/026_P0.jpg,026,planar,none,triangles_marked/026_P0_marked.jpg,768.0,1024.0,277.0,755.0,178.0,242.0,578.0,536.0,522.4653,496.4232,372.2392,64.8841,42.7613,72.3546,scalene,acute,1.4036,29.5933,1.4036,29.5933
triangles_original/026_P1.jpg,026,planar,laptop,triangles_marked/026_P1_marked.jpg,768.0,1024.0,270.0,749.0,191.0,225.0,585.0,534.0,529.9217,500.7165,381.3791,64.2584,43.3207,72.4209,scalene,acute,1.3895,29.1002,1.3895,29.1002
triangles_original/026_T0.jpg,026,tilted,none,triangles_marked/026_T0_marked.jpg,1024.0,768.0,732.0,231.0,416.0,564.0,399.0,153.0,459.0697,411.3514,342.0132,59.6834,45.8681,74.4485,scalene,acute,1.3423,28.5804,1.3423,28.5804
